order_id,region,category,sales,discount,quantity,order_date,delivery_date,customer_type,payment_mode,profit,city
ORD101742,South,Electronics,1771.79,0.34,5,06-01-2023,06-07-2023,Regular,Card,370.38,Pune
ORD101743,East,Personal Care,3762.83,0.24,9,01-11-2024,1/16/2024,Member,UPI,515.67,Hyderabad
ORD101744,South,Home Care,4059.09,0.2,2,10-11-2023,10-12-2023,New,Card,1034.64,Pune
ORD101745,South,Clothing,1339.31,0.03,2,02-03-2023,02-07-2023,New,Cash,362.69,Mumbai
ORD101746,West,Grocery,2743.11,0.25,3,11-09-2023,11-11-2023,New,Card,640.45,Pune
ORD101747,North,Electronics,2689.62,0.12,4,08-01-2024,08-06-2024,New,UPI,459.93,Hyderabad
ORD101748,East,Grocery,2165.13,0.03,9,10-09-2023,10/14/2023,New,UPI,275.68,Chennai
ORD101749,East,Clothing,1219.32,0.17,6,12-03-2024,12-05-2024,Regular,UPI,130.64,Pune
ORD101750,West,Personal Care,3545.82,0.04,9,10/23/2024,10/30/2024,Regular,Card,913.57,Hyderabad
ORD101751,West,Personal Care,1336.57,0.29,5,4/24/2024,4/26/2024,Member,Card,284.28,Delhi
ORD101752,South,Clothing,4564.03,0.25,9,09-10-2024,09-11-2024,Regular,Cash,959.29,Pune
ORD101753,East,Clothing,2689.66,0.4,9,7/25/2023,7/27/2023,Regular,Card,269.27,Hyderabad
ORD101754,North,Electronics,4365.34,0.13,1,07-02-2024,07-05-2024,Member,Cash,824.64,Delhi
ORD101755,West,Home Care,1524.64,0.19,9,10-04-2024,10-09-2024,Member,UPI,452.63,Chennai
ORD101756,North,Grocery,4054.69,0.34,7,03-05-2023,03-10-2023,Regular,Cash,655.52,Mumbai
ORD101757,North,Grocery,656.95,0.5,8,12/30/2023,01-03-2024,Member,Card,123.45,Hyderabad
ORD101758,East,Personal Care,3857.47,0.45,3,08-06-2023,08-07-2023,New,UPI,1037.64,Chennai
ORD101759,East,Personal Care,1996.03,0.26,1,09-07-2024,9/14/2024,Member,Cash,535.81,Hyderabad
ORD101760,West,Electronics,2402.95,0.34,4,02-11-2024,2/15/2024,Regular,UPI,159.83,Bangalore
ORD101761,East,Clothing,917.36,0.27,1,2/27/2023,2/28/2023,New,UPI,252.93,Delhi
ORD101762,East,Grocery,191.28,0.22,1,7/17/2024,7/18/2024,New,Cash,40.94,Mumbai
ORD101763,East,Electronics,3364.37,0.3,4,9/24/2023,10-01-2023,Regular,Card,456.25,Chennai
ORD101764,North,Personal Care,2979.82,0.19,8,9/22/2023,9/28/2023,New,UPI,720.26,Mumbai
ORD101765,West,Personal Care,3149.9,0.14,1,11/22/2023,11/29/2023,Member,Cash,542.02,Bangalore
ORD101766,South,Grocery,1349.51,0.35,9,08-05-2024,08-11-2024,Member,UPI,252.4,Bangalore
ORD101767,North,Personal Care,1272.46,0.44,6,9/13/2024,9/14/2024,Regular,Card,266.5,Chennai
ORD101768,East,Personal Care,4168.45,0.14,5,5/26/2023,06-02-2023,New,Cash,1048.83,Delhi
ORD101769,North,Home Care,3830.14,0.35,9,03-06-2023,03-09-2023,Regular,Cash,643.2,Chennai
ORD101770,East,Clothing,1750.27,0.22,9,01-03-2024,01-05-2024,Member,Card,201.07,Pune
ORD101771,East,Personal Care,3225.25,0.15,9,8/13/2024,8/20/2024,Regular,Cash,655.03,Bangalore
ORD101772,North,Home Care,4157.94,0.31,3,1/28/2024,02-03-2024,Regular,UPI,1217.84,Mumbai
ORD101773,West,Electronics,4455.26,0.47,8,3/19/2024,3/21/2024,New,Card,331.29,Hyderabad
ORD101774,East,Personal Care,128.45,0.18,4,5/17/2023,5/23/2023,Regular,Card,6.64,Mumbai
ORD101775,West,Electronics,4085.97,0.38,4,11/14/2024,11/17/2024,Member,Card,600.91,Bangalore
ORD101776,South,Personal Care,1816.92,0.16,7,5/19/2023,5/23/2023,Member,UPI,337.97,Mumbai
ORD101777,East,Grocery,3620.05,0.4,8,05-11-2023,05-12-2023,New,Cash,643.44,Delhi
ORD101778,West,Home Care,1919.87,0.38,4,12/17/2024,12/20/2024,New,Cash,247.22,Chennai
ORD101779,West,Home Care,3070.62,0.38,6,11-02-2024,11-06-2024,New,Card,870.03,Hyderabad
ORD101780,South,Grocery,3269.23,0.5,1,10/23/2024,10/25/2024,Regular,UPI,362.81,Chennai
ORD101781,West,Clothing,2084.46,0.07,2,03-09-2024,3/14/2024,Member,UPI,168.01,Pune
ORD101782,West,Home Care,2612.65,0.19,5,4/17/2023,4/24/2023,New,UPI,276.76,Pune
ORD101783,South,Electronics,3658.94,0.32,4,1/26/2023,1/27/2023,Regular,Card,271.89,Mumbai
ORD101784,East,Home Care,2433.9,0.3,3,08-01-2024,08-02-2024,Member,Cash,636.38,Mumbai
ORD101785,West,Clothing,168.5,0.39,6,07-01-2023,07-02-2023,Member,UPI,25.34,Bangalore
ORD101786,West,Electronics,163.23,0.02,6,9/30/2024,10-06-2024,New,Cash,42.06,Hyderabad
ORD101787,West,Electronics,3340.42,0.35,8,1/13/2024,1/15/2024,Member,UPI,699.79,Hyderabad
ORD101788,North,Grocery,4251.46,0.37,2,10-09-2024,10-10-2024,Regular,UPI,716.95,Hyderabad
ORD101789,South,Personal Care,3947.84,0.03,7,1/24/2023,1/25/2023,New,Card,298.38,Pune
ORD101790,North,Grocery,1620.96,0.27,7,9/26/2023,10-02-2023,Regular,Card,96.1,Hyderabad
ORD101791,South,Personal Care,2408.53,0.12,2,11/27/2023,12-03-2023,Member,Card,456.03,Hyderabad
ORD101792,East,Grocery,1247.39,0.4,6,8/18/2023,8/20/2023,Regular,Cash,124.75,Pune
ORD101793,East,Personal Care,4946.83,0.02,5,4/19/2023,4/25/2023,New,Card,795.25,Delhi
ORD101794,West,Home Care,1376.48,0.07,2,07-07-2023,7/13/2023,Member,Card,394.51,Hyderabad
ORD101795,South,Electronics,2139.68,0.05,9,5/22/2023,5/28/2023,Regular,UPI,178.49,Hyderabad
ORD101796,East,Personal Care,3437.53,0.03,8,2/15/2023,2/18/2023,Member,Card,779.08,Chennai
ORD101797,South,Home Care,4392.49,0.3,7,8/31/2023,09-06-2023,Member,Cash,452.53,Mumbai
ORD101798,East,Clothing,352.23,0.43,6,5/21/2023,5/25/2023,New,Card,38.83,Bangalore
ORD101799,North,Grocery,1575,0.26,5,06-01-2023,06-06-2023,Regular,Cash,330.22,Pune
ORD101800,East,Clothing,2888.03,0.11,9,02-04-2024,02-08-2024,Regular,Card,238.9,Bangalore
ORD101801,North,Home Care,3129.73,0.17,5,6/24/2024,07-01-2024,Member,Card,459.81,Pune
ORD101802,East,Clothing,443.13,0.18,6,1/19/2023,1/21/2023,Member,UPI,64.28,Delhi
ORD101803,West,Clothing,3353.99,0.23,3,8/15/2024,8/17/2024,New,Card,549.48,Pune
ORD101804,North,Home Care,2687.52,0.21,9,4/23/2024,4/27/2024,New,Card,348.37,Mumbai
ORD101805,East,Electronics,4155.37,0.34,8,6/25/2023,07-01-2023,Regular,Card,491.76,Hyderabad
ORD101806,West,Personal Care,1188.73,0.17,9,08-09-2023,08-11-2023,Member,Card,291.82,Mumbai
ORD101807,North,Grocery,1055.63,0.33,1,10/15/2023,10/20/2023,Member,Card,73.83,Delhi
ORD101808,West,Personal Care,3987.35,0.27,1,07-11-2024,07-12-2024,Regular,Card,1046.5,Chennai
ORD101809,South,Grocery,3548.96,0.02,2,8/15/2024,8/18/2024,New,Card,921.3,Hyderabad
ORD101810,South,Personal Care,3979.2,0.46,4,08-05-2024,08-10-2024,Regular,UPI,1126.73,Bangalore
ORD101811,North,Clothing,3931.48,0.09,5,11/21/2023,11/27/2023,New,Cash,432.2,Hyderabad
ORD101812,East,Electronics,609.6,0.23,7,9/26/2024,9/28/2024,Member,Cash,170.14,Delhi
ORD101813,North,Clothing,1465.06,0.47,4,2/21/2024,2/24/2024,New,Card,238.23,Mumbai
ORD101814,West,Electronics,1374.42,0.12,1,05-10-2024,5/17/2024,New,Cash,303.66,Chennai
ORD101815,East,Home Care,4679.48,0.01,8,1/23/2023,1/29/2023,Regular,Cash,1230.45,Hyderabad
ORD101816,South,Grocery,2488.59,0.25,3,04-06-2024,04-10-2024,Member,UPI,163.39,Delhi
ORD101817,East,Grocery,644.18,0.11,9,1/14/2024,1/15/2024,Member,Cash,37.8,Delhi
ORD101818,South,Home Care,1518.93,0.29,2,09-01-2024,09-08-2024,Regular,Card,152.58,Mumbai
ORD101819,East,Personal Care,4372.32,0.41,1,07-08-2023,07-12-2023,Member,UPI,831.55,Pune
ORD101820,East,Home Care,4250.63,0.26,8,10-05-2024,10-08-2024,Regular,UPI,1039.39,Pune
ORD101821,East,Home Care,4511.66,0.32,3,3/24/2024,3/25/2024,Regular,UPI,1100.25,Chennai
ORD101822,West,Electronics,2003.79,0.33,1,10-03-2024,10-07-2024,Regular,UPI,547.57,Delhi
ORD101823,West,Home Care,3242.57,0.41,3,12/15/2023,12/18/2023,Regular,UPI,613.13,Hyderabad
ORD101824,North,Grocery,1463.05,0.34,8,11/28/2024,11/29/2024,Member,Card,278.06,Chennai
ORD101825,North,Clothing,986.04,0.49,4,1/28/2023,1/30/2023,Member,Card,68.63,Delhi
ORD101826,South,Electronics,207.32,0.23,7,11-03-2024,11-04-2024,Regular,Card,50.03,Chennai
ORD101827,West,Electronics,1194.86,0.03,8,10-06-2023,10/13/2023,Member,UPI,203.3,Mumbai
ORD101828,South,Personal Care,3061.43,0.2,7,8/18/2024,8/24/2024,Member,UPI,312.8,Delhi
ORD101829,North,Clothing,4530.63,0.42,1,2/17/2023,2/20/2023,Regular,UPI,368.21,Pune
ORD101830,South,Electronics,753.76,0.07,4,07-11-2024,7/16/2024,New,Cash,205.25,Mumbai
ORD101831,North,Home Care,4598.26,0.37,9,1/18/2024,1/25/2024,New,Card,892.53,Mumbai
ORD101832,West,Electronics,1792.39,0.27,7,07-10-2024,7/13/2024,New,Cash,366.63,Chennai
ORD101833,East,Electronics,2191.46,0.45,1,08-06-2023,08-11-2023,Regular,UPI,241.48,Delhi
ORD101834,West,Electronics,1888.39,0.37,8,8/29/2024,09-02-2024,Member,Cash,354.22,Pune
ORD101835,South,Personal Care,2102.18,0.33,4,11-03-2023,11-09-2023,Regular,Cash,188.69,Hyderabad
ORD101836,South,Electronics,1370.05,0.44,7,6/27/2023,6/29/2023,New,Card,211.97,Pune
ORD101837,West,Electronics,3523.16,0.45,6,6/30/2024,07-07-2024,Member,Card,392.91,Delhi
ORD101838,West,Personal Care,3815.1,0.19,7,2/25/2024,2/26/2024,New,Card,349.61,Chennai
ORD101839,North,Clothing,4133.25,0.46,1,2/25/2023,2/28/2023,New,UPI,1032.76,Delhi
ORD101840,South,Grocery,1772.32,0.03,6,7/24/2024,7/26/2024,Regular,Cash,381.8,Bangalore
ORD101841,South,Personal Care,3846.67,0.38,3,6/15/2024,6/20/2024,Regular,Cash,961.26,Pune
ORD101842,West,Personal Care,3224.61,0.17,4,11/18/2024,11/25/2024,Regular,Card,835.1,Delhi
ORD101843,East,Electronics,4793.79,0.24,1,3/27/2023,04-03-2023,Member,Cash,706.8,Pune
ORD101844,South,Electronics,2181.45,0.42,8,10/21/2024,10/26/2024,Member,Cash,521.47,Bangalore
ORD101845,East,Grocery,4962.32,0.32,2,7/27/2024,7/30/2024,New,UPI,1158.63,Bangalore
ORD101846,West,Electronics,3727.93,0.23,3,8/28/2024,09-03-2024,Regular,Cash,416.29,Delhi
ORD101847,West,Home Care,3903.76,0.08,7,1/14/2023,1/19/2023,Member,Card,867.75,Bangalore
ORD101848,North,Electronics,225.95,0.47,2,4/15/2023,4/22/2023,Regular,Card,63.72,Pune
ORD101849,South,Electronics,2537.25,0.17,4,6/27/2023,6/29/2023,Member,Cash,561.88,Chennai
ORD101850,East,Home Care,2688.85,0.05,7,7/28/2023,7/30/2023,New,Card,354.49,Mumbai
ORD101851,North,Grocery,298.94,0.28,3,03-10-2023,03-12-2023,New,Card,67.41,Mumbai
ORD101852,South,Home Care,1629.44,0.2,2,03-04-2023,03-07-2023,New,Cash,318.25,Mumbai
ORD101853,North,Personal Care,4782.66,0.3,8,6/20/2023,6/27/2023,New,Cash,1202.5,Hyderabad
ORD101854,West,Home Care,2187.95,0.12,2,1/17/2024,1/22/2024,New,Cash,258.05,Mumbai
ORD101855,South,Clothing,1014.84,0.19,7,11-06-2023,11-11-2023,New,Card,91.9,Delhi
ORD101856,North,Personal Care,2615.36,0.49,3,11/29/2024,12-03-2024,Regular,UPI,413.56,Chennai
ORD101857,North,Electronics,265.45,0.47,4,6/16/2023,6/17/2023,Regular,UPI,54.84,Bangalore
ORD101858,East,Personal Care,2628.34,0.43,6,12/24/2024,12/25/2024,Member,Cash,195.02,Bangalore
ORD101859,North,Grocery,3011.91,0.39,3,9/20/2024,9/25/2024,Regular,Card,348.8,Delhi
ORD101860,South,Grocery,1852.7,0.08,1,8/21/2023,8/27/2023,New,Card,170,Chennai
ORD101861,South,Home Care,3836.62,0.23,8,06-12-2023,6/17/2023,New,Cash,930.63,Chennai
ORD101862,East,Personal Care,765,0.36,4,8/15/2024,8/17/2024,Regular,UPI,172.98,Pune
ORD101863,South,Electronics,4403.1,0.13,1,5/18/2024,5/21/2024,New,Cash,908.6,Bangalore
ORD101864,West,Grocery,4781.68,0.02,2,9/22/2023,9/27/2023,Member,Card,792.64,Chennai
ORD101865,South,Electronics,106.05,0.21,6,5/20/2024,5/24/2024,Regular,Card,17.17,Chennai
ORD101866,South,Clothing,4229.34,0.21,1,9/26/2024,9/30/2024,Regular,UPI,758.52,Bangalore
ORD101867,North,Grocery,2579.92,0.03,9,03-01-2023,03-07-2023,Member,Cash,656.93,Hyderabad
ORD101868,North,Home Care,2360.89,0.16,7,03-03-2023,03-10-2023,Regular,UPI,469.93,Pune
ORD101869,South,Clothing,1269.53,0.46,8,4/16/2023,4/21/2023,Regular,UPI,300.39,Bangalore
ORD101870,East,Personal Care,2291.89,0.13,8,5/24/2023,5/25/2023,Regular,Cash,264.25,Chennai
ORD101871,North,Electronics,4757.09,0.28,6,02-04-2024,02-07-2024,Member,Card,806.05,Bangalore
ORD101872,East,Grocery,1132.86,0.24,8,6/27/2024,07-01-2024,Regular,UPI,235.18,Chennai
ORD101873,South,Clothing,977.3,0.43,7,12/24/2023,12/29/2023,New,Cash,125.86,Chennai
ORD101874,South,Clothing,1285.29,0.33,1,05-01-2024,05-08-2024,Member,UPI,231.18,Mumbai
ORD101875,West,Grocery,2803.99,0.08,3,09-04-2023,09-09-2023,Member,Card,729.11,Hyderabad
ORD101876,North,Personal Care,4658.47,0.07,9,8/20/2023,8/27/2023,New,Card,323.01,Hyderabad
ORD101877,South,Personal Care,2912.02,0.28,8,02-07-2023,02-09-2023,New,Cash,734.54,Delhi
ORD101878,West,Home Care,1293.06,0.02,5,11-09-2024,11/13/2024,New,Card,259.63,Mumbai
ORD101879,North,Personal Care,2258.22,0.2,1,3/21/2024,3/23/2024,New,Cash,345.1,Delhi
ORD101880,South,Home Care,2012.96,0.2,2,3/22/2024,3/25/2024,Regular,Cash,383.09,Mumbai
ORD101881,South,Clothing,328.19,0.1,9,09-08-2024,09-11-2024,Member,Cash,66.13,Bangalore
ORD101882,North,Grocery,2602.15,0.15,8,1/16/2023,1/22/2023,New,Card,638,Chennai
ORD101883,North,Personal Care,717.43,0.16,9,2/23/2023,2/27/2023,Regular,Cash,179.74,Delhi
ORD101884,North,Home Care,4227,0.01,2,1/18/2023,1/20/2023,Regular,Cash,993.36,Mumbai
ORD101885,South,Clothing,2789.92,0.4,3,07-02-2024,07-08-2024,Regular,UPI,151.43,Hyderabad
ORD101886,South,Personal Care,4238.57,0.48,3,10/23/2023,10/29/2023,Member,Card,802.26,Pune
ORD101887,West,Electronics,4784.62,0.14,1,7/28/2024,7/29/2024,Regular,Cash,755.25,Delhi
ORD101888,East,Clothing,4721.62,0.06,2,03-09-2023,03-11-2023,New,UPI,916.35,Pune
ORD101889,North,Personal Care,592.1,0.48,5,02-05-2024,02-09-2024,New,Cash,119.23,Hyderabad
ORD101890,South,Clothing,4729.6,0.37,7,4/26/2024,4/30/2024,New,UPI,964.98,Chennai
ORD101891,South,Grocery,3999.16,0.45,6,11/18/2024,11/20/2024,New,UPI,549.86,Chennai
ORD101892,North,Grocery,3910.52,0.18,2,1/19/2023,1/24/2023,Regular,UPI,632.48,Hyderabad
ORD101893,East,Grocery,541.63,0.24,8,8/20/2024,8/25/2024,Member,Card,29.24,Chennai
ORD101894,North,Electronics,979.62,0.47,4,3/24/2024,3/25/2024,New,Cash,278.08,Chennai
ORD101895,East,Grocery,4878.3,0.23,2,11-05-2023,11-11-2023,Member,Card,1448.83,Pune
ORD101896,South,Electronics,1145.51,0.34,4,5/26/2023,06-02-2023,New,Card,172.1,Mumbai
ORD101897,East,Grocery,928.36,0.35,8,04-02-2023,04-08-2023,Member,UPI,143.81,Pune
ORD101898,West,Clothing,1875.52,0.42,1,04-05-2024,04-12-2024,New,UPI,309.24,Hyderabad
ORD101899,South,Personal Care,4575.45,0.49,9,2/23/2024,2/24/2024,New,Cash,564.44,Delhi
ORD101900,West,Personal Care,2433.35,0.17,8,11/25/2023,11/26/2023,New,UPI,386.61,Chennai
ORD101901,North,Grocery,4610.86,0.12,8,12-03-2023,12-07-2023,Regular,Card,643.96,Pune
ORD101902,North,Personal Care,1738.26,0.04,9,2/22/2024,2/26/2024,Member,Cash,95.41,Hyderabad
ORD101903,North,Grocery,1209.99,0.43,7,08-07-2024,08-12-2024,New,Card,98.81,Hyderabad
ORD101904,East,Grocery,2526.49,0.15,9,3/16/2023,3/18/2023,New,Card,176.01,Pune
ORD101905,South,Home Care,3115.84,0.02,1,3/26/2023,3/29/2023,Member,UPI,341.8,Pune
ORD101906,North,Home Care,2018.35,0.43,1,12-03-2024,12-05-2024,Regular,Card,151.26,Hyderabad
ORD101907,North,Home Care,1795.55,0.25,4,12-04-2023,12-10-2023,Regular,UPI,193.11,Chennai
ORD101908,South,Electronics,1168.49,0.42,2,6/26/2023,07-01-2023,Regular,Card,59.61,Chennai
ORD101909,North,Home Care,1447.53,0.28,8,3/25/2024,3/30/2024,Member,UPI,430.2,Delhi
ORD101910,West,Grocery,3398.28,0.16,1,5/25/2023,5/30/2023,Regular,Cash,262.72,Bangalore
ORD101911,South,Clothing,1912.38,0.06,4,09-04-2023,09-09-2023,New,UPI,497.26,Delhi
ORD101912,South,Home Care,490.81,0.22,9,05-09-2023,5/13/2023,Member,UPI,37.07,Mumbai
ORD101913,South,Home Care,776.96,0.01,2,08-11-2024,08-12-2024,Member,UPI,99.32,Chennai
ORD101914,West,Clothing,1924.66,0.3,6,12/14/2024,12/15/2024,New,UPI,549.28,Pune
ORD101915,South,Grocery,4630.06,0.21,4,3/22/2023,3/24/2023,Member,Card,591.25,Bangalore
ORD101916,West,Electronics,1957.25,0.07,4,9/22/2024,9/24/2024,Member,Cash,418.18,Chennai
ORD101917,South,Home Care,397.15,0.27,6,08-01-2023,08-08-2023,Member,Cash,51.46,Pune
ORD101918,East,Clothing,2148.17,0.4,4,01-04-2024,01-10-2024,Member,Cash,613.78,Hyderabad
ORD101919,North,Grocery,3377.21,0.49,9,4/17/2023,4/22/2023,New,Card,177.71,Mumbai
ORD101920,East,Personal Care,3008.62,0.26,8,10-10-2024,10/15/2024,New,UPI,339.32,Chennai
ORD101921,North,Electronics,1466.13,0.06,8,04-05-2023,04-08-2023,New,Card,224.75,Bangalore
ORD101922,West,Clothing,3471.64,0.41,5,04-09-2023,04-10-2023,Member,UPI,889.15,Chennai
ORD101923,East,Clothing,3190.06,0.35,6,11/19/2024,11/26/2024,New,Card,616.49,Bangalore
ORD101924,South,Clothing,943.65,0.48,1,2/17/2023,2/24/2023,Regular,UPI,258.28,Bangalore
ORD101925,North,Home Care,894.51,0.27,1,6/25/2023,6/30/2023,New,Cash,242.35,Hyderabad
ORD101926,North,Personal Care,2781.2,0.18,9,02-03-2024,02-09-2024,Regular,Cash,803.29,Bangalore
ORD101927,East,Electronics,3331.25,0.48,4,2/14/2023,2/16/2023,New,Cash,318.72,Delhi
ORD101928,West,Grocery,4813.36,0.27,3,9/15/2023,9/17/2023,Member,Cash,748.84,Mumbai
ORD101929,East,Grocery,2167.46,0.01,5,11-10-2023,11/17/2023,Member,Cash,339.98,Hyderabad
ORD101930,West,Personal Care,3848.2,0.24,9,6/15/2023,6/17/2023,New,Cash,310.79,Chennai
ORD101931,West,Clothing,670.95,0,9,5/29/2024,06-05-2024,New,Card,192.08,Chennai
ORD101932,North,Clothing,4459.08,0.37,3,12/30/2024,01-02-2025,Member,Cash,627.32,Hyderabad
ORD101933,East,Clothing,3202.23,0.28,7,4/25/2024,4/30/2024,Regular,UPI,671.88,Hyderabad
ORD101934,East,Clothing,3182.25,0.05,3,4/16/2024,4/21/2024,New,Cash,639.77,Bangalore
ORD101935,West,Clothing,797.97,0.41,3,11/29/2024,12-05-2024,New,Cash,87.17,Pune
ORD101936,East,Personal Care,293.96,0.27,4,8/31/2024,09-05-2024,New,UPI,56.75,Bangalore
ORD101937,South,Home Care,3537.1,0.06,2,07-10-2023,7/16/2023,Regular,Cash,403.52,Chennai
ORD101938,South,Electronics,673.58,0.08,6,02-12-2023,2/15/2023,Member,Card,81.82,Chennai
ORD101939,East,Clothing,722.15,0.41,5,11/13/2024,11/18/2024,New,Card,135.49,Chennai
ORD101940,East,Home Care,1018.75,0.18,2,8/25/2023,8/31/2023,Regular,UPI,167.29,Bangalore
ORD101941,West,Grocery,578.96,0.41,2,12-01-2024,12-02-2024,Member,Cash,90.21,Bangalore
ORD101942,South,Personal Care,3164.42,0.03,2,6/15/2024,6/20/2024,Regular,UPI,469.39,Delhi
ORD101943,South,Home Care,2167.82,0.12,4,11/15/2024,11/22/2024,Regular,Cash,517.4,Hyderabad
ORD101944,North,Clothing,1403.87,0.38,3,10/18/2024,10/23/2024,New,Cash,168.78,Hyderabad
ORD101945,West,Clothing,2259.67,0.32,9,7/31/2024,08-02-2024,Member,Cash,289.61,Chennai
ORD101946,North,Clothing,4236.29,0.15,5,8/14/2023,8/19/2023,Member,UPI,825.36,Chennai
ORD101947,South,Home Care,4642.69,0.47,1,03-09-2024,3/16/2024,Regular,Card,1351.38,Chennai
ORD101948,West,Clothing,2488.63,0.11,2,3/29/2024,04-05-2024,New,Cash,305.53,Bangalore
ORD101949,East,Home Care,2877.09,0.42,7,05-07-2023,05-11-2023,Regular,UPI,443.1,Chennai
ORD101950,West,Clothing,1360.28,0.35,8,10-03-2024,10-06-2024,New,Card,111.66,Hyderabad
ORD101951,East,Grocery,2616.64,0.06,6,03-02-2024,03-04-2024,New,UPI,550.03,Bangalore
ORD101952,East,Grocery,3765.79,0.28,7,02-05-2024,02-12-2024,New,UPI,424.8,Mumbai
ORD101953,West,Electronics,2511.47,0.46,2,3/14/2023,3/17/2023,Regular,Card,455.84,Delhi
ORD101954,East,Clothing,1580.16,0.31,6,5/28/2023,06-01-2023,Regular,Card,244.95,Mumbai
ORD101955,North,Clothing,2951.97,0.26,6,2/25/2024,2/27/2024,New,Card,720.2,Pune
ORD101956,South,Home Care,4738.61,0.18,4,03-11-2024,3/17/2024,Member,UPI,1223.62,Hyderabad
ORD101957,East,Home Care,4451.12,0.39,4,8/13/2024,8/19/2024,New,Cash,1043.15,Mumbai
ORD101958,North,Clothing,3869.29,0.46,2,10-09-2023,10/15/2023,Regular,Cash,629.1,Delhi
ORD101959,East,Electronics,1453.43,0.38,3,2/13/2024,2/15/2024,Regular,Cash,223.46,Hyderabad
ORD101960,South,Clothing,1283.64,0.36,6,11/16/2023,11/20/2023,Member,UPI,196.51,Pune
ORD101961,North,Home Care,4208.83,0.1,4,2/19/2024,2/23/2024,Member,Card,738.26,Hyderabad
ORD101962,South,Clothing,988.46,0.42,3,01-04-2024,01-05-2024,Regular,UPI,202.37,Chennai
ORD101963,South,Home Care,3067.5,0.02,1,1/29/2024,02-05-2024,Regular,Cash,401.94,Chennai
ORD101964,North,Clothing,2250.76,0.38,3,2/26/2024,2/28/2024,Member,Cash,524.45,Chennai
ORD101965,North,Personal Care,2393.13,0.11,1,09-12-2024,9/15/2024,Regular,Cash,661.89,Delhi
ORD101966,North,Home Care,2327.26,0.24,4,9/27/2024,10-02-2024,New,Card,155.73,Pune
ORD101967,West,Electronics,4509.76,0.35,4,8/19/2024,8/23/2024,Member,Card,249.88,Pune
ORD101968,North,Personal Care,526.76,0.38,1,05-10-2024,05-11-2024,Regular,Cash,115.3,Pune
ORD101969,North,Clothing,3936.22,0.44,7,4/16/2024,4/20/2024,Member,Cash,832.4,Hyderabad
ORD101970,North,Home Care,4191.56,0.14,5,04-08-2023,4/14/2023,Regular,Cash,689.91,Hyderabad
ORD101971,North,Personal Care,4720.1,0.11,1,01-07-2024,1/14/2024,Regular,Cash,1213.34,Chennai
ORD101972,East,Electronics,2317.74,0.5,5,06-01-2023,06-04-2023,Member,UPI,550.13,Bangalore
ORD101973,West,Home Care,2550.32,0.1,7,3/22/2023,3/27/2023,Regular,Cash,743.84,Mumbai
ORD101974,South,Personal Care,4810.34,0.33,6,1/17/2023,1/22/2023,New,UPI,1245.7,Bangalore
ORD101975,North,Personal Care,2346.41,0.48,5,09-04-2024,09-08-2024,New,Cash,165.35,Bangalore
ORD101976,East,Personal Care,2567.39,0.45,8,03-11-2023,3/16/2023,New,Cash,395.39,Delhi
ORD101977,East,Grocery,1728.05,0.22,9,5/26/2024,06-01-2024,Regular,Card,240.41,Mumbai
ORD101978,East,Clothing,254.97,0.32,1,8/26/2023,09-01-2023,New,UPI,65.97,Bangalore
ORD101979,South,Home Care,2221.97,0.26,6,2/19/2024,2/24/2024,New,Cash,242,Bangalore
ORD101980,North,Home Care,3309.95,0.17,2,2/26/2023,03-01-2023,New,Card,256.5,Chennai
ORD101981,West,Home Care,3480.73,0.07,8,02-08-2024,2/14/2024,Member,Cash,241.96,Bangalore
ORD101982,West,Personal Care,131.89,0.4,5,03-05-2024,03-09-2024,Member,UPI,25.12,Bangalore
ORD101983,East,Clothing,4025.16,0.05,1,05-10-2023,5/17/2023,New,Card,509.11,Hyderabad
ORD101984,South,Electronics,2512.84,0.3,5,09-08-2024,09-09-2024,Regular,Card,244.58,Delhi
ORD101985,South,Home Care,2651.65,0.3,5,8/16/2024,8/22/2024,New,Cash,735.5,Hyderabad
ORD101986,South,Clothing,4812.54,0.17,2,2/19/2023,2/20/2023,Member,UPI,258.69,Chennai
ORD101987,West,Clothing,1493.86,0.07,4,4/14/2024,4/16/2024,Regular,Cash,239.47,Chennai
ORD101988,East,Grocery,3832.09,0.4,6,4/29/2024,05-02-2024,New,Card,656.81,Hyderabad
ORD101989,North,Home Care,2916.4,0.23,1,05-12-2024,5/16/2024,New,Cash,538.81,Bangalore
ORD101990,West,Personal Care,3533.91,0.36,9,11/28/2023,12-03-2023,Regular,Cash,848.82,Mumbai
ORD101991,East,Clothing,2147.31,0.01,7,5/25/2023,06-01-2023,Member,UPI,110.79,Hyderabad
ORD101992,East,Clothing,1468.12,0.04,6,7/25/2023,7/28/2023,Member,UPI,160.28,Pune
ORD101993,North,Electronics,2776.02,0.09,1,3/31/2023,04-04-2023,New,Cash,681.13,Mumbai
ORD101994,North,Grocery,1937.21,0.06,8,3/26/2024,3/30/2024,Member,UPI,261.17,Mumbai
ORD101995,North,Clothing,1192.26,0.1,8,6/19/2023,6/22/2023,New,Card,231.26,Mumbai
ORD101996,South,Clothing,4212.26,0.34,4,8/26/2023,09-01-2023,New,UPI,508.01,Bangalore
ORD101997,North,Personal Care,2431.57,0.02,4,04-07-2024,04-10-2024,New,Card,172.57,Chennai
ORD101998,East,Personal Care,4251.85,0.02,1,02-04-2024,02-07-2024,New,Cash,480.53,Delhi
